1425679277907972100,-0.2333333333333333
1425683709764714499,0.13636363636363635
1425685751723745284,0.30000000000000004
1425686615373062148,0.13636363636363635
1425691822714728448,0.0
1425697627316838403,0.0
1425698271218049027,0.0
1425699598136344586,0.0
1425700425932681217,0.0
1425700848596774914,0.06666666666666668
1425701227455782914,0.16944444444444445
1425701302160474113,0.0
1425701934581878785,0.0
1425702922252341248,0.0
1425703835578863621,0.0
1425708792969322497,0.0
1425710529171972103,-0.1
1425710862023766016,0.2625
1425711302991810565,-0.078125
1425723346558271489,0.4625
1425726335272427523,-0.75
1425727955486093313,-0.1
1425731348124344324,0.0
1425732268358873090,0.65
1425732428426010624,-0.075
1425736551066062850,0.0
1425737790369771526,0.2916666666666667
1425740009999634435,0.09375
1425740239650369539,0.8
1425740597789294597,-0.4670454545454546
1425741053391421442,0.0
1425741172165779457,0.0
1425743000827834373,-0.1
1425745716622864390,0.15625
1425746647074496515,0.20000000000000004
1425746658164297728,0.17142857142857146
1425748663121350656,-0.16666666666666666
1425749759604760578,0.0
1425750789268639744,0.0
1425751188083855370,0.25
1425754086033412100,0.0
1425754192283643908,0.0
1425754814168850434,-0.15
1425754969144270852,0.0
1425757132557848577,0.0
1425757348270788613,-0.30000000000000004
1425758347823833092,0.3125
1425759469498249225,0.0
1425760137399214081,0.0
1425763850926837768,0.7
1425764676458188801,-0.25
1425765199684980738,0.5
1425765443927744512,0.3333333333333333
1425766629179228160,0.175
1425768498257711111,0.0
1425772543001210883,0.475
1425772669782351881,0.0
1425773475143290884,0.0
1425775044635021322,0.0
1425775105813143561,0.4
1425776393410031622,0.5
1425777088171180035,0.0
1425777844400050178,-0.375
1425778084419149832,0.425
1425778435914444810,0.0
1425779156273483777,0.2
1425779629386735626,0.53828125
1425781033849561098,0.1
1425781624671666180,0.0
1425781676924407809,0.0
1425783910936375296,0.7812500000000001
1425787662036733956,-0.04999999999999999
1425788201466269699,0.5
1425789635813314562,0.5
1425789812020183040,0.5
1425790599253434373,0.14285714285714285
1425790902644129794,0.11666666666666667
1425792374630932490,0.25
1425795596833763331,-0.45
1425796596206391302,-0.2
1425796889648238602,0.14285714285714285
1425802282667479040,0.3181818181818182
1425802704107053059,0.2777777777777777
1425803699214032899,0.0
1425804076642553856,-0.7999999999999999
1425804555036545031,-0.04999999999999999
1425804586170867722,0.0
1425804823899766786,0.03333333333333333
1425805544783183877,0.225
1425805590392102918,0.85
1425807609970446340,0.0
1425808046782025741,0.28125
1425808794169143297,-0.03333333333333333
1425808860737122306,6.938893903907227e-18
1425809503874949121,0.225
1425811430519939076,0.16666666666666666
1425811915994025988,0.4125
1425812340109422598,0.0
1425812408946368513,-1.0
1425813253993615362,0.5
1425814368608940038,-0.05
1425816762264788993,-0.7999999999999999
1425817026816184324,0.14285714285714285
1425817192398921732,0.0
1425819515045044237,0.0
1425819592966905868,0.8
1425819643076173830,0.0
1425820194891440133,-0.1
1425820511783702534,0.0
1425820996959830019,0.033333333333333326
1425822080629497862,-0.375
1425824299965841414,0.19375
1425826206100852738,0.0
1425827015798575106,0.3333333333333333
1425827393986469896,0.0
1425828988585275398,0.0
1425829891849658371,0.5
1425833664051441684,0.325
1425834549011877899,0.0
1425835973988864006,0.0
1425837622753042441,-0.2
1425837828143927303,0.0
1425839505815130115,0.0
1425840139599712271,0.0
1425840177902022660,0.25
1425841121662541824,0.0
1425843836719349765,-0.07142857142857142
1425845964124925956,0.0
1425846184623714311,0.024375
1425846724929720329,-0.1
1425847040248926212,-0.0125
1425849340090671106,0.0
1425850954377699335,-0.08333333333333333
1425852591049637888,0.0
1425852592995831812,0.2393939393939394
1425852628618055689,0.13636363636363635
1425852758565953541,0.0
1425853085264453633,1.0
1425853656960700417,0.16818181818181818
1425854308952813573,-0.275
1425854786725765122,0.095
1425855252293722123,0.8
1425858355055190027,0.0
1425858530687426560,0.5
1425859313474617349,0.0
1425859406646943747,0.45
1425859937628934148,0.0
1425861086050410502,0.0
1425861134264016910,0.0022222222222222365
1425862526236073986,0.21212121212121213
1425864514369695750,0.0
1425864707978760196,0.125
1425865025915392000,0.0
1425866937578377222,0.07954545454545454
1425867272942411776,1.0
1425868188609359878,0.0
1425870609901256710,0.5
1425872209189515265,-0.04999999999999999
1425874582809071617,-0.2
1425875082384130053,0.0
1425876776127975429,0.0
1425877645229797381,0.0
1425877973333417995,0.0
1425877983852646409,0.0
1425881353115996162,1.0
1425881610575024134,0.0
1425882293856571396,0.5
1425882550770221056,0.04545454545454545
1425882825128124430,0.0
1425883303656124423,0.23484848484848486
1425885825477218305,0.5
1425886247629705220,0.14285714285714285
1425888050039726091,0.21818181818181814
1425888111528222721,-0.4
1425888557831364608,0.20000000000000004
1425888855501283328,-0.26666666666666666
1425888856923115524,-0.25
1425892433460666371,-0.25
1425894331987206146,0.0
1425894812692144129,0.0
1425895019043598336,0.0
1425896654448873472,-0.1125
1425897121241309196,-0.1
1425897420068687881,0.0
1425897547848208384,-0.22499999999999992
1425899876013932544,0.5
1425900097678815237,0.3
1425902705726402564,0.03333333333333333
1425903284527656961,0.375
1425904206678958081,0.5
1425906292112121857,0.0
1425906400652316676,0.19047619047619047
1425907054099763207,0.18888888888888888
1425908252810874887,-1.0
1425909466847842304,0.0
1425910104008937472,0.5
1425910188910039043,0.0
1425910222946816001,-0.16666666666666666
1425912022277951492,0.0
1425912280173133839,0.06818181818181818
1425913236956663811,0.0
1425914599057022982,0.0
1425914784093032450,0.2333333333333333
1425919350930743296,-0.3
1425922555509047296,0.4
1425924159679328257,0.5
1425925862940188674,0.3125
1425926044461142019,0.25
1425927402518052865,0.2433333333333333
1425928598255325184,0.3041666666666667
1425928602403495936,0.1111111111111111
1425928610171424771,0.11875
1425929343075770376,1.0
1425930377428754436,0.0
1425932438077943812,0.0010101010101010073
1425932777724157953,0.14285714285714285
1425933394991538177,0.16
1425936583207886859,0.1
1425936855430799363,0.0
1425938286778978305,0.0
1425939865716367373,0.0
1425940939462254598,-1.0
1425941937157197831,-0.18333333333333332
1425943635024138240,0.0
1425943706721394688,0.0
1425944576402071561,0.5
1425945184446074882,-0.15
1425947335062786048,0.5666666666666668
1425951715153547269,0.2714285714285714
1425952090359308290,0.21743970315398886
1425953766684102662,0.25
1425954014680682496,0.011111111111111113
1425954226006597633,-0.2
1425955049671438338,0.0
1425955386285117441,0.0
1425956403710238723,0.0
1425958104508899331,-0.16666666666666666
1425960314810650625,0.018939393939393933
1425960553873252352,0.0
1425964539275735048,0.5
1425967436893851648,0.4833333333333334
1425969952444518407,0.0
1425969953681940481,-0.05
1425970429576073222,0.2
1425970502112366597,-0.05
1425970540041412611,-0.05
1425970623172382722,0.12222222222222222
1425971241974861838,0.03333333333333333
1425971258521309184,0.01499999999999999
1425972298067152897,0.33035714285714285
1425976224338243589,0.32222222222222224
1425977826134609924,0.0
1425978288388837377,0.26785714285714285
1425981392043667458,0.0
1425981420472881153,0.35
1425982011139837957,0.4953125
1425985544551608326,0.17500000000000002
1425985994923208704,0.06666666666666668
1425986226524327940,0.0
1425986751961522180,0.05
1425987492960894982,0.0
1425987965885558789,0.2766666666666667
1425989366787280897,-0.10714285714285716
1425991635066925068,0.0
1425992171371614215,0.0
1425993278630109185,0.31666666666666665
1425993946652676099,0.4041666666666667
1425994001547554819,-0.2978571428571429
1425994760431575047,0.13636363636363635
1425996768140005385,-0.5
